class,tweet
hate_speech,https://t.co/jtLZErgxI0 Leo get the fuck off of vine you fag
offensive_language,hungrier then a ho
offensive_language,hurt ass how ah whole nigga hate on a bitch ???? tf
offensive_language,i aint worried about a nigga takin my bitch.
offensive_language,"i am one of those people who needs reassurance so damn often, that i'm not the ugliest bitch in the world."
offensive_language,i been fucked that hoe she a nobody
offensive_language,i bet yo bitch try n slide once i let my hair down
offensive_language,"i can be a sweetheart honestly, but being a bitch is my specialty"
offensive_language,"i dont shit talk, i chip talk, dese niggaz jus bitch talk, dese niggaz jus chik stalk, naw i aint got no chik... http://t.co/x6yLjemN"
neither,i dont think women should wear flesh tone colored pants... lol
hate_speech,"i find it funny when fags write ""looking for bf"" on a grindr ap. LOL thats a fucking ap dumbass."
neither,i get what that girls point seems to be but colored people died during the holocaust and 9/11. ((if that's a picture of the holocaust idk))
offensive_language,i got 3 in a 24 ounce bitch
offensive_language,"i got some retarded ass friends, but i love em tho they make my life nicer."
offensive_language,"i got, 300 bitches like I'm Sosa hoe.. my jewelery shinin like some mop and glo"
offensive_language,i gotta team of hoes like pat summit..
offensive_language,i hate ah dirty house!!! foul living bitches
hate_speech,i hate hoes.
offensive_language,i hate my manager so much she makes me wanna throw silverware at her stupid bitch ass
offensive_language,"i hate the whole, slut, hoe, ""thot"" talk lol given what i'm sure people's personal inboxes and late nights look like"
offensive_language,i have to be the taller older bitch
offensive_language,i havnt fought a bitch ina minute. .cant wait.
offensive_language,i head butted a bitch in the club. Lmao she tried to play it off. Bitch i know your head hurts!
offensive_language,i just fell in love with a bitch with a stupid bootyyyyyy &#128553;&#128553;&#128553;&#128553;&#128540;&#128540;&#128540;&#128540;&#128525;&#128525;&#128525;&#128525;&#128536;&#128536;
offensive_language,i just realized me and @DirkAlisic have been talking shit to each other nonstop for the past 48 hours. stop texting me bitch.
offensive_language,i like chillin' with yo bitch I like fuckin' her
offensive_language,"i listened to dedication 4 about three times exactly, any more than that gon make you a pussy eater #subsciously"
offensive_language,i love bad bitches thats my fucking problem
offensive_language,"i love how when it was airing everyone loved kill la kill but i was like ""no its fucking trash"" and now everyone who loved it hates it"
neither,i made sweet &amp; SPICY drunken noodles with handmade and handcut ho fun noodles with marinated chicken/shrimp. my back is hurting.
offensive_language,i might need to get some hoes
offensive_language,i need one of these around the world twitter bitches cause these local facebook hoes aint cuttin it lol
offensive_language,i need some claritin clear in this bitch
offensive_language,i need to go to the mexican flea market and grab some fake gucci sandals so i can stunt on you hoes
offensive_language,"i never knew a mother so heartless and such a bitch, if it were my mother she would have been popped on foh"
offensive_language,i pop dontae already &amp; i got bitch for dah Big 30 yaknow&#128553;&#128588;&#128176;&#127922;
offensive_language,i ran out &#128553; RT @sadonna_rae: This hoe just texted me asking to borrow a roll of tissue until tomorrow &#128555;&#128555;&#128557;&#128557;&#128557;
offensive_language,i really hate when hungry bitches put dick between friends. i swear yall should get beat the fuck up. ill show you friends.
offensive_language,i really want an xbone now and if you said i would say this a week ago i would call you a super retard
neither,i reblogged them to mock her god bless
neither,i saved a bird yesterday.
offensive_language,"i seen a nigga dressed to impress, hop out da bus n a bitch wit a phatty, get off at his stop too. Say somethin...GOD THROWIN U DA LOB"
offensive_language,i still don't understand why bitches at my high shool would put on false eyelashes every fucking day
neither,i think i need to watch dawn of the planet of the apes now...
offensive_language,i think if my girlfriend were to get locked up shed be the first one raped. #pussy
offensive_language,i think im addicted to naked pictures an sittin talkin bout bitches we almost had
neither,i thought garbage men were supposed to bring trash to the dump but they wouldn't take me ha ha ha. self depreciation ftw.
neither,i wanna go to the ghetto club tonight.
offensive_language,i want a dyke clique
offensive_language,i was emo ok emosquad2k10 get on my level bitch
offensive_language,i was enjoying nicki minaj's song anaconda until she said fuck skinny bitches. lol nah bitch fuck you
offensive_language,i was gone for 2 days don't her bitch ass miSS ME
offensive_language,i was lit den a bitch last night
offensive_language,"i was never mean to you after we broke up ,you keep making me seem like an ass. i never went off to party and fuck bitches"
neither,i was pulling for the #redskins in that one
neither,i was such a teacher's pet in elementary school. like i brought them cookies and brownies and gave them hugs. im ashamed
offensive_language,i wish i was lesbian so i wouldn't have to deal with bitch boys but mostly bc girls are rlly hot
offensive_language,i wonder why girls can call eachotha bitches they cool with it but when a nigga call dem one mfas all out they Body #DONTGETIT
offensive_language,i wont get catfished anymore tho bc im no longer trying to stick myy pp into Twitter hoes
offensive_language,i wouldnt for michaelangelo RT @DerekIsNormal: YAAAAAAASSS!!! RT @TheYelloNegro: These hoes out of control https://t.co/t4waR9G8cT
offensive_language,"i'd go to jamaica n attend those wild dancehall events, to jus five star frog splash a bitch off a tree n get on #WSHH"
offensive_language,i'd rather sit alone than fuck w/ iffy bitches.
offensive_language,i'm also looking to hire full time bitches
offensive_language,"i'm sorry but if you don't eat seafood solely by the fact that it's from the ocean, you are seriously an unrespectable pussy."
offensive_language,"i'm sorry i called you a gap-toothed bitch, its not your fault you're so gap-toothed"
offensive_language,i'ont neva chase hoes they move to slow i let em chase me
neither,iMessage so trash
neither,iOS 8 autocorrect is trash RT @No_Can_Do__: My phone be capitalizing the dumbest things!
offensive_language,"id look real retarded trynna hi 5 myself , so ill just do it in my head"
offensive_language,idgaf bout no basic bitch
offensive_language,"idk what planet this bitch works on but on planet earth, following my supervisors instructions does not mean im ""being resistant"""
offensive_language,idk y'all ppl that go/went to A&amp;T ackin like y'all shocked about 70 bodies.. it was some first class hos at T that I knew personally
offensive_language,"if a bitch don't like me, somethin' wrong wit da bitch"
offensive_language,if a bitch would everrrrrrr
offensive_language,if a girl a hoe but she aint stealing anyones man then stfu
offensive_language,if ah nigga beefing wit u dey gon try to fuck ur bitch just to kill u slower....
offensive_language,if anyone reviews a 5 game loan player you are a cunt shouldnt be doing 5 game reviews especially at the start of FIFA
offensive_language,"if bitches wanna nigga, get off the couch and go fine one&#128129;"
offensive_language,"if dey go to linch together, she gon eat that pussy befo they come back...."
neither,if i were to die and be resurrected as an animal id be a howler monkey
neither,"if ice jj fish gets all these looks , who really trash me or him"
offensive_language,"if its 64 dont eem try me. &#8220;@LeanandCuisine: Nigga that talk the most trash in smash bros be the shittiest, these are facts&#8221;"
offensive_language,if ive ever been a faggot to you let me know and ill change :)
offensive_language,"if someone thinks you have hoes, they just saying that cause either they wanna be one or be the only one"
offensive_language,if u dolled up I got the voodoo 4 u bitches
neither,if u don't buy the box of colored goldfish you r a racist tbh
neither,if u eat fried eggs and leave the yolk entirely yellow ur a disgrace and also nasty
offensive_language,if u get mad or in ur feelings bout Zoe's vs Yanks tweets then twitter ain't for u!!! I be rolling at this shit tho&#128553;
offensive_language,if u gon be wit ur bae even if he or she cheat just shut the fuck up and take the dick or pussy... after all ain't nothing better then love
offensive_language,if uckin love freebees like pom I'm so duck to have here in hm life
neither,if ur girl watch Snapped in front of u she trying to spook u!!!
offensive_language,"if yo girl doesnt swallow kids, that bitch basic!"
offensive_language,"if you can fuck my bitch, cause nigga i'm the shit I'll salute ya"
offensive_language,"if you delete tweets over one hour after you tweet them, you are a gigantic pussy"
offensive_language,"if you have that lil pussy stomach pouch thingy, don't wear no tight clothes. shit is unattractive.&#128567;"
offensive_language,if you're into unlocking badges/stickers online you should have to wear them around in real life so the rest of us know what a cunt you are.
offensive_language,"if you're only way of trying to make me feel bad is by calling me a fat bitch, whore, etc. then you should rethink your life."
offensive_language,if your trying out for Non-contact hockey dont call anyone else a pussy
offensive_language,if youre not cheering for mexico youre a little bitch
offensive_language,iggy wanna be black so bad. ur a white widow hoe
offensive_language,ik I look good and all but dam bitches stop making it obv your staring at me loll
offensive_language,ill call you bitch for short as a last resort and my first resort
offensive_language,im a dope ass nigga and these bitches hella sober
offensive_language,im a fat bitch http://t.co/p8hvKhRH2n
offensive_language,im a hoe for forgetting my umbrella
neither,im genuinely getting mad at this children's video game about mickey mouse and darkness and big keys
offensive_language,im gonna hold this bitch to his word
offensive_language,im watching you're next and this bitch just tried running outside and got her neck sliced
neither,im wearing a sweater and it's ike 80 degrees in my house
offensive_language,im weeaboo trash
offensive_language,"ima beast dese niggas food so ima jus eat dat, if dat pussy bad big poppa gon beat dat"
offensive_language,ima boss ass bitch bitch bitch
offensive_language,ima groovy type nigguh
offensive_language,ima knock da pussy out like fight night
offensive_language,"imagine if white people said ""my honkey"" instead of ""my nigga"" lol"
offensive_language,"imma hit the ground work in the pussy 

she gone come back everytime"
offensive_language,"imma tall dread head wit a fat face

bitch do better"
offensive_language,in fucking mexico bitches
offensive_language,"in order too want a real nigga , you gotta be a real bitch &#128175;&#128076;&#128079;"
hate_speech,in real life and online I follow that. sorry folks but just cause I look like a border hopper don't mean I am one. born and raised here
hate_speech,inb4 you unfunny nigger kill yourself
offensive_language,ion care if I'm in the wrong bitch don't blow ur horn&#128226; at me
offensive_language,ion care who my niggas date b if the bitch make you happy and you cool with her then do you
offensive_language,ion have hoes so really you have no reason to worry about me cheating. if anything ill cheat on you with my left hand lbr
neither,ion like papoose but he went in lol
offensive_language,"ion sell vics no mo
ion drink lean no mo
bitch ion even smoke tree no mo"
hate_speech,ion speak on how flaw niggas and thirsty hoes be on I.g but boyyyyyy look at here &#128586;&#128586;
offensive_language,ion trust these bitches and ion trust these niggas!!!
offensive_language,is everyone gonna be a complete whiny little baby bitch about this shit now lmao http://t.co/WhAd6vfaGo
neither,is it ghetto to grease yo scalp at work
offensive_language,is money over bitches
neither,is she choking it!! &#128563;&#128563;&#128584;&#128584;&#128553;&#128553;&#8220;@AwwAdorabIe: I want a pet monkey &#128553;&#128525; http://t.co/w7Yr5xKLSC&#8221;
offensive_language,is the bitch in the new transformers hot?
offensive_language,it is my God given right to have white bitches
hate_speech,"it means that im following orders and being subordinate. sue me, ya dyke"
offensive_language,"it might rain today, hmmm.. I don't want to look like a pussy carrying an umbrella around but I also don't want to risk my perm getting wet."
offensive_language,it's 2014 bitches need to be ready for the D fellaz! Don't play they games! Let that high school tease shit last a day. #swag
offensive_language,it's Friday bitches &#128556;
neither,it's a brand new day and the birds they chirpin
offensive_language,it's amazing what hood bitches wear I they body and in they head
neither,it's awesome when people you've known for years talk trash about you behind your back and then ask you for favors later. truly awesome.
offensive_language,"it's been ten mins, bitch I gave you a 2 min assignment lmfaooooo"
offensive_language,it's everything to cut that bitch off
offensive_language,it's gotten to the point where I literally don't care and I'm gonna start punching bitches if they don't move in the hallway
neither,it's so weird outside. it's like yellow.
offensive_language,its been 5 years and this bitch still thinks im over how she did me over. I dont think so. *decline*
neither,"its either a gun, a sandwich, or both. details looking really fuzzy right now and i don't trust any police department in MO"
offensive_language,"ive went through 50 fags in 5 days, not very happy #sad"
offensive_language,jackie peyton you are a fucking bitch. omg I love you though. damn thats the best shit you pulled
neither,jacob u look like a monkey in dis http://t.co/rkaqn0GRQe
offensive_language,jacobs just like stfu bitch
neither,janet Jackson's nip slip #iconic
offensive_language,jesus christ youre a fucking retard if you believe in Mercurian retrograde affecting your life
neither,"jig levitating RT @mashable: Samsung made fun of #Bendgate. Now the Galaxy Note 4 fails, too. http://t.co/aJFlpcj7yR http://t.co/aSVspIQXmH"
neither,jig levitating for lousiville
neither,jm sorry to hear this RT @FreeYBB: I'm going to chipotle for the first time. It better not be trash.
offensive_language,"jooooooked out RT @topmodelciara: &#8220;@11wdNICK: 4 old hoes, a ponk, and a dyke outchea having ""girl talk""&#8221;LMAO"
offensive_language,just a casual ghetto family twerk session http://t.co/jRmePckCqs
neither,just found out @IUBloomington has an #Australian president! #hoosiers are my team #hoosierstate #indiana #iu #iubb #big10 20-2 tonight!
offensive_language,just got done biking with my dyke
offensive_language,just like girls can't be a hoe.... guys can't hit a girl back... it's a double standard that will forever exist....
offensive_language,"just like i made you hoes come for me , i can make yall go away &#128080;&#9996;&#65039;"
offensive_language,just made TMobile my bitch
neither,just noticed some trash on my notification page i had to clean up
neither,"just saw the words ""tinker tailor soldier spy"" and muttered ""no"" aloud @jennyyhernandez @chellyhernandez"
offensive_language,kicking this bitch to the curb bruh.
offensive_language,killers don't pillow talk.. wit dey bitches
neither,kit kats trash
offensive_language,know you don't like me cussss yo bitch most likely doesss
offensive_language,kush god bitch
offensive_language,"kyle im hungry, quit talking and let's go hoe"
offensive_language,label me a hoe
neither,"last thought before bed: in '92 we had a ""mock election"" in 3rd grade and i voted for Perot. maybe i related to his really big ears, idk."
offensive_language,last words to a bitch nigga 'why you lie'
offensive_language,late upload bitches
offensive_language,"laughing on the inside thinking ""that's what yo bitch ass get, fuck boy""."
offensive_language,leaving no hope for these hoes.
offensive_language,let the hoe ass falcons get steven wackson and our 1st rd pick
offensive_language,life is ya professor better know that bitch is gone test ya
offensive_language,life to great to be mad all day... bitch I'm bless move ur negativity dat way&#128073;
offensive_language,"like ""look at this annoying little 17/18 year old asking for a ride haha fuck her poser bitch ass"""
offensive_language,like a bitch pic is flirting nowadays
offensive_language,like a bitch wit no ass u ain't shit
offensive_language,like a slow death &#8220;@iSell_Pussy4EBT How does it feel to have a shit load of nudes to fap to but not one bitch to fuck?&#8221;
offensive_language,"like if you are going to be a sensitive lil bitch, do not talk to me."
neither,like. animal crackers are legit the best snack
offensive_language,lil bitch
offensive_language,lil bitch thats down to make your bond aint got to tell her &#128175;&#128076;
neither,lil spook and yung lean and robb all night
offensive_language,lil stupid ass bitch
offensive_language,"little stupid ass bitch, I ain't fuckin wit chuuu"
neither,lmao I s2g having roots with yellow/white hair makes it look so dirty I'm &#128567; http://t.co/SqbYdUiZr8
offensive_language,lmao I'm weakkk &#8220;@TakeIt_CERIOUS: &#8220;@AnayaL8ter: My pussy popz Severely https://t.co/1VtqX9ioxK&#8221; LMFAOOOOOOOO&#8221;
offensive_language,lmao RT @SirRocObama: Lmaooo RT @ToeKnee2GX: &#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557; RT @PeachDulce: I'm not a hoe I'm a people person
offensive_language,lmao RT @SirRocObama: Tu Madre RT @WaymoTheGod: nacho doritos trash
offensive_language,"lmao RT @TheBSharp: ""I'm 25 years old, I'm tryna have some fun!"" = ""I'm a hoe"""
offensive_language,lmao RT @latry: Nigga ran a Ponzi scheme on them hoes. http://t.co/s7aOY8AdsI
offensive_language,lmao little does this bitch know...&#9786;&#65039;&#128564;
offensive_language,lmao slow new day for madonna fans huh? collaborating with Siri? haha that sounds retarded. so she may oray not use a sound sample.
neither,"lmaoooo RT @ComedyTruth: Girls, don't let a guy treat you like a yellow starburst. You are a pink starburst."
neither,"lmaoooo RT @PhillyTheBoss: Everything on BET is trash. RT @MrCOOK_: B-Rad RT @fkinLIVE: White Mike was on BET, he can't be trash"
offensive_language,lmaoooo RT @ToeKnee2GX: Lol OK pal RT @AceHudsonJr: what bitch gone tell me no? TUH! http://t.co/toEa3cZjDF
offensive_language,lmaooooo RT @SirAsshole: when you sit in a ghetto girls seat at lunch https://t.co/HaSLMb1Dzj
offensive_language,lmaooooo relax RT @__J_R: 59-0 on Ya mark bitch ass. Roll Tide! Fuck the state of Texas
offensive_language,lmaoooooo RT @WestsideAllure: Dude said bitches from NY fuck to Redman's greatest hits &#128557;&#128557;&#128557;
offensive_language,lmaoooooo eat that goal faggot @gezus__
offensive_language,lmfao what? RT @cindielu: If your back is dry when you get out the shower you're a hoe!
offensive_language,"lmfaooo &#8220;@officialSmith_ Whenever you take selfies at work, it's always one hatin ass bitch in the comments talmbout ""you ain't workin""&#8221;"
offensive_language,lmfaooo I can't yo . this bitch has officially crossed the line &#128557; http://t.co/CIXgIlKkSw
offensive_language,lmfaoooo RT @HarleyyyQuinn_: Wiz is a perfect example of how fame can get you bitches. He looks like your typical tweaker homeless woman.
offensive_language,lock that bitch too&#8230; keep the heat out RT @Ms_Marrie: SHUT THE FRONT DOOR!
offensive_language,"lol @ all the hoes I've been through, only to realize that I don't fuckin need any of them."
neither,lol @ that tweet zebra.
offensive_language,"lol RT @BEAUTYWins: You're a stupid ass bitch ""@luvgoodspliff: remember michael brown? this is him now. feel old yet? http://t.co/og3ay5X7lg"
offensive_language,lol RT @_mykall: when you @ bae game &amp; an unknown hoe screaming his name loud asfck &#128530;&#128514; http://t.co/MrTqx99g5l
offensive_language,lol bitches aint shit...
offensive_language,"lol i liked that album RT @az5950: That ""Double Up"" Album was so trash son...smh"
offensive_language,lol if you hate me i really dont give a shit because i've either done nothing to you bc you're just a bitch
offensive_language,lol ok cunt
offensive_language,lol stupid ass bitch I don't fuck w/ you
neither,lol they replaced the big yellow chicken with Homer
offensive_language,lol unfaithful hoes
offensive_language,loner.. stoner.. tell yo bitch to bite da boner
offensive_language,"look at that bitch right there, right there #hannnnnn"
offensive_language,"look at this bitch feet, how is she high fashion cuh http://t.co/tKlXUuxo"
offensive_language,"look at this bitch, walking too close to my future husband http://t.co/HRVjzUxLYW"
hate_speech,looking like a hillbilly and not matching is what I do best goodnight losers http://t.co/caGHBLKAXQ
offensive_language,looks like my highlight of the night will be getting Lewis and having a quick fag outside work #shite
offensive_language,lost a couple online matches in nhl14. bitch hit me with her car. dad ate my pizza. just one of those days
offensive_language,love females but hate bitches
neither,loves how Day Timers always come with coloured maps and distance charts. It makes me feel far more important then I actually am.
offensive_language,"lrt I just did
im saddened bc she been tweeting like a hoe"
offensive_language,lrt turnup lil bitch
offensive_language,"maddie, karissa, Ireland, cierra and I have gotten so close I'd kill a bitch for them tbh"
offensive_language,make ur bitch want some more &#127908;&#127911;
offensive_language,making sweet love to my hand cause i cant buy a hoe tonight
offensive_language,making the shittiest pigs in a blanket but they're gonna be good. i'm not tryna impress Gordon Ramsey's bitch ass i'm trying to make poop.
neither,mall with my fellow ginzos to do some christmas shopping @Vinnyliarda @Dimi_Artale @Billythathird #fuckdimmy #vinnysnotmadon #billgetsbuns
offensive_language,man I gotta hang out with snoop lion aka nemo hoes
offensive_language,man kills mother of 2 after she reveals she's hiv positive after having sex...that bitch deserved it
neither,march is about to get mad! #marchmadness #collegehoops #indiana #iubb #hoosiers
offensive_language,maryjane_militant_que you got that bomb azz pussy lol http://t.co/t9dsTikwcH
neither,"mashed potatoes , string beans , yellow rice , and chicken &#128523;"
offensive_language,maybe bitches will stop talking about this dude omari one day
offensive_language,me and peter have always been slaying these hoes http://t.co/jqmil7rJaT
offensive_language,me loving a hoe is ah No No
offensive_language,"me: *complains about suburban white girls*
suburban white girl: you're a bitch
me: ok u literally just proved my point"
offensive_language,mickeyblowsyourmind: who wants to be a skype group with a bunch of offensive new york city queer folk Me!... http://t.co/BPgdvs8qD2
offensive_language,might have to play the b2k tonight for my black hoes you know i still care about yal
neither,"might walk to Dunkin donuts, i want a Oreo coffee coolatta."
neither,mimi trash lol
offensive_language,mmm you still a hoe
offensive_language,"money before bitches, bc bitches follow money."
neither,money hoes and clothes
offensive_language,"money, weed n bitches... hanging wit snitches shit it wasn't my intention"
offensive_language,mother fuxker the devil is ah lie bitch I'm the truth
offensive_language,my NECK! my BACK! Lick my pussy and my crack!
offensive_language,my bitch is in town http://t.co/AwSCUEfWkY
offensive_language,my bitch look like a black barbie n nigga imma ken doll breath smellin like filet mignon and menthols..
offensive_language,my bitch stay my bitch so don't look she keep that pussy tucked
offensive_language,my bitches getting even badder
offensive_language,my brothers asshat friends think it's okay to vandalize our property because he's a racist wana be redneck.
offensive_language,my chick badder than your basic bitches
offensive_language,my dad's a fuckin dick bitch i made your ass supper you're not allowed to come home mad
offensive_language,my drugs are green my bitches white
offensive_language,my eye don got lazy reading and looking at u bitches flawged and lie all day&#128564;&#128564; http://t.co/NI2OQv0Njd
offensive_language,my flow sicker then then the bitch magic Johnson was lickin
neither,"my girlfriend, I kid you not, eats bacon without dipping it into the tub of creamy butter I've laid out. I'm like ""what are you, a bird?"""
neither,"my grandma got a rosta colored dress
it's so pretty She better let me borrow it"
offensive_language,"my little sisters kik name is thot ass thot
why all my sister have to be freak hoes"
offensive_language,my main bitch http://t.co/uueCU3AbQv
hate_speech,my mom tried to get me to buy beaner boots bc they were on sale like I'm not in a mariachi band please stop.
offensive_language,my mother raised a cunt... lol
offensive_language,my nigga is a bad ass bitch forreal forreal &#128514;&#128151;&#128139;
offensive_language,my nigguh wtf
offensive_language,"my pussy pops severely, 
and yours don't!!!"
offensive_language,my right ear is throbbing harder than a virgins pussy
offensive_language,my side bitch is my main bitch cuz my main bitch aint feelin me nomo...nomo
offensive_language,my timeline looks thirsty bc all you basic hoes keep talking bout the same nigga that don't matter ctfuu
offensive_language,my tweets aint shit but you bitches aint either &#128514;
offensive_language,"n I cant even enjoy the reg House Hunters, which is 1 of my fav shows..because I know House Hunters International bitch ass comes on next"
offensive_language,n if you following me too be messy your gonna die a slowly painful lonely ass death bitch &#128530;
offensive_language,nasty hoe
offensive_language,need to get the sheriff Rick in here to show these pussy ass police officers who is boss.
offensive_language,negro always falling asleep on me...
offensive_language,"neither have i :-/ RT @DerekIsNormal: I just...why...ok. RT @pieceofshittbh: ""I've never had a nigger cock"" https://t.co/JF9o9vjcBL"
offensive_language,neva been a bitch nigga you don't want them problems bro!!
offensive_language,never change I'll never wife ah bitch nowwww!! #bangbros
offensive_language,never had I had a problem with a girl in my years of being in school but this otter looking twat better quit giving me looks
neither,never have I seen a toddler chug a water bottle so fast lol
offensive_language,"never lie
never cry
never die
we gone die
love my friends
love my hoes
yellow sluts 
call them gold"
offensive_language,"never lie 
never cry
never die
we gone die
love my friends
love my hoes
yellow sluts
call them gold"
offensive_language,never lose bitches chasing money &#128524; #Priorities
offensive_language,never trust a hoe
offensive_language,never would I put bacon grease on my face and let a werewolf eat my face to save a bitch. nope nope nope!!
offensive_language,nigga paybacks a bitch and bitch you been livin in debt with me
offensive_language,"nigga relax lmao&#8220;@SouthsideVic: I cheat on my girl with regular bitches so this a no brainer. RT &#8220;""@artillery909: http://t.co/VNmdSAT7gS""&#8221;""&#8221;"
hate_speech,nigga u a cunt where yo fendi clutch
offensive_language,"niggah 
hurry up"
offensive_language,niggas &amp; bitches dating ugly niggas &amp; hoes kuz they can trust em then they cheat w/ the elite hoes &amp; niggas ...&#128514;&#128514;&#128514;
hate_speech,niggas ain't playin a gram of defense man George need to tell these bitch ass niggas man up
offensive_language,niggas are jus like btchs talking bout a hoe then right back in her face dnt come to me talking bout nan hoe if you gne b right back fwher&#128134;
offensive_language,"niggas bugging if they think my bitch ain't gunna tell me something, HA"
offensive_language,"niggas get a fresh cut, snapback to match the shoes and shirt.....and don't even say waddup to the pretty bitch next to em in da bus"
offensive_language,niggas living like hoes dats why dey dying bout nothing
offensive_language,"niggas need to learn to ride for there homies, not for the crew hoes smfh."
offensive_language,niggas not stepping up they still tryna get back in the day kinda pussy lol
offensive_language,niggas stay with insides over some hoe shit
offensive_language,"niggas talk bout hoes, but the same hoes be in their beds at night ctfuu"
offensive_language,niggas w/ bitch mentalities is a no go .
offensive_language,"niggas wait in line for jordan releases, puttin they life on the line, jus to impress some bitches"
offensive_language,"no RT @_sirhampton_: LMFAO those trash tho RT @Barack_Obutta: Candy corn J's _sirhampton_ ""@_justspeedy: These hard? http://t.co/SQVYksdkwU"""
offensive_language,no bitch I did not want to wear makeup
offensive_language,no flex zone.... hoe
offensive_language,no hoe shit or roxy shit but dawggg I swear I ain't knw Kia no how to fight...
offensive_language,no im not weezy bitch im wheezy from that chronic cough
offensive_language,no lie tho i'm weak for a pretty bitch. have me doing all type of shit that ain't really me.
offensive_language,no need to be a bitch.
offensive_language,"no paper hoe, but you can have some more of me"
offensive_language,no pills jus weed kill dat pussy all night damn right sho u right
offensive_language,"no pillz jus weed kill dat pussy all night, damn right show u right"
offensive_language,no youre a fucking retard thats gonna get fucking date raped at a frat tonight. have fun with those repressed memories
offensive_language,"nobody bout their actions, you all pussy"
offensive_language,nobody likes bloody nips!
offensive_language,"nobody understands me besides my day 1 bitch, please come back bc I'm tired of these females thinking they know me."
offensive_language,nobody want a nigga to take them out on an expensive date.... just don't expect pussy cause you took the girl out... like TF
offensive_language,"none here Chantel lol RT ""@TellyJellyBelly: There has got to be some hoes. Water's Edge is TOO big for there not to be ANY."""
offensive_language,"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler...."
neither,nope RT @DerekIsNormal: Just ordered Domino's. Am I trash?
offensive_language,not even sorry lmao growing up not having shit and STILL having to work for shit i deserve and seeing bitches get whatever pisses me off
neither,not fun @DPD_UK when you have braxton hicks and cramps regularly from moving around. You try it!
offensive_language,not in the business of submitting to no bitch bruh bruh.
offensive_language,"not that it's tit for tat...

but we don't say shit to our boy just like you don't check that insufferable bitch you call a best friend."
neither,"note to self: boiling water hot, monkey brain"
neither,now I have to clean up a dead bird and pieces of glass
neither,now time to find the monkey term scripts!
offensive_language,nvm it's all good nothing is wrong with bitches ((:
neither,o unpunished. This has been the view for many thousands of years in civilised and uncivilised society.
neither,o yea!!! liking the yellow:) http://t.co/2wj4wdd0
offensive_language,of course @pbebt killed it!! Me and my sis @msblaqstallion rocked that bitch hard!! Sadity Committee!!
offensive_language,"ofcourse when someone asks what else to eat, jackass over here goes ""brownies"" BIG surprise here... #dingbat"
offensive_language,oh damn dis bitch found out her baby dead and now she's gonna torture the murderer lmao how fun
hate_speech,oh well. he's a fag anyways.
offensive_language,oh.... Trash you say... This trash gonna keep driving thru ky.. &#8220;@corey_emanuel: @LifeAsKing she's trash. Just gotta ignore her.&#8221;
offensive_language,"okay bitch
listen up this is important
,,,,,,,,
((ur eyebrows should not be a centimeter apart))
!!!!"
offensive_language,okay but how many people really care if you can see a girls nips through her shirt
offensive_language,okc nigguh
neither,"old fellas water froze in that funeral home. he got it unthawed and wants me to help get his pump going again, that place spooks me man..boo"
offensive_language,omfg RT @DFkinLopes: Your feet bitch RT @NIPSLlP Whisper something dirty in my ear &#128523; http://t.co/xrIykfgg3Q
hate_speech,omg RT @SaddyBey: Fat bitch. What's her @? http://t.co/ptNszx6nid
offensive_language,omg dr cruz is now reminding me of Mary Ann Moreno. bitch swooped in out of nowhere and changed the dress code. no dark scrubs or sweaters
offensive_language,omg that bitch sang uninvited? ugh :-( RT @AlanisNews: Setlist #mainestatepier http://t.co/tD3Bi3Ev2G
offensive_language,"omg this movie #schooldance is str8 up retarded, lil duval actually taller den kevin hart, n mikepps is a dayum principal"
offensive_language,on my way to fuck your bitch http://t.co/xiDFePYYiE
offensive_language,on some field nigger shit
neither,"on the first day of school, my backpack had no paper and no books. all it had were 4 granola bars, a brownie, and a bag of cookies."
offensive_language,"on the low, wassup with you hoe?"
offensive_language,one big lecture hall full of bitches in sequins limited too tank tops
hate_speech,one day im like harry styles is so hot the next day is who tf is this faggot
offensive_language,"one deep in my phantom ghost, bad bitch with me excuse me where my manners go"
offensive_language,one fly ass bitch
offensive_language,one good girl is worth 1000 bitches
neither,one man's trash is another man's wife.
neither,one of my cats killed a baby bird and a cardinal
offensive_language,one of the managers tried me talking about stay till 2am and aint nobody ordering. i walked SHMOOVE out that bitch
offensive_language,one time for the illest bitch alive
offensive_language,"one time for the real niggas , two times for the bad bitches ."
offensive_language,one you're annoying. two you a damn hoe. three you ain't about to do a thing. must we go on.
hate_speech,only lesbians get their nips pierced ew
offensive_language,only like bitches ran for homecoming but like 20 running for prom
neither,only my school wouldnt give kids their schedules... #ghetto
neither,ooh girl cute face but yellow teef. lol
neither,oops: 'constitutionalists' #teabaggers in #mississippi forgot ratify a centerpiece of the constitution: 13th amendment banning slavery.
offensive_language,or dead &#8220;@Royceda59: &#128514; Word RT @TAXSTONE: If ya moms calling the cops after she ain't heard from you for four days you probably pussy&#8221;
offensive_language,or my cup filled &#8220;@BossmobbE: Love a bitch that know to keep me one rolled&#8221;
offensive_language,ouh she got da spider pussy!
offensive_language,ow my stomach hurts like a bitch
neither,pancakes trash
offensive_language,paper ova pussy
offensive_language,pay back a bitch aint it
offensive_language,paybacks a bitch and bitch you've been livin in debt with me
